Species,DISEASE,AGENT,TYPE,Source,Source_1,souce,Soure,type
Trachinotus blochii,Nocardosis,Nocardia seriolae,Bacteria,"Vu-Khac, Hung, et al. ""Isolation and genetic characterization of Nocardia seriolae from snubnose pompano Trachinotus blochii in Vietnam."" Diseases of aquatic organisms 120.2 (2016): 173-177.",NA,NA,NA,Bacteria
Trachinotus blochii,Photobacterium infection,Photobacterium damselae subsp piscicida,Bacteria,"Wang, Ruixuan, et al. ""Studies on the isolation of Photobacterium damselae subsp. piscicida from diseased golden pompano (Trachinotus ovatus Linnaeus) and antibacterial agents sensitivity."" Veterinary microbiology 162.2-4 (2013): 957-963.",NA,NA,NA,Bacteria
Trachinotus blochii,Pseudomonas infection,Pseudomonas sp.,Bacteria,"Lee, Seong Wei, Musa Najiah, and Wee Wendy. ""Bacteria associated with golden pompano (Trachinotus blochii) broodstock from commercial hatchery in Malaysia with emphasis on their antibiotic and heavy metal resistances."" Frontiers of Agriculture in China 4.2 (2010): 251-256.",NA,NA,NA,Bacteria
Trachinotus blochii,Streptococcosis,Streptococcus agalactitiae,Bacteria,"Amal, M. N. A., et al. ""An outbreak of S treptococcus agalactiae infection in cage‐cultured golden pompano, T rachinotus blochii (L acépède), in M alaysia."" Journal of fish diseases 35.11 (2012): 849-852.",NA,NA,NA,Bacteria
Trachinotus blochii,Vibriosis,Vibrio ovatus,Bacteria,"ZHAO, D. H., LIU, L. B., SUN, J. J., WANG, H. F., LIANG, L. Q., ZHAO, H. H., ... & LI, G. F. (2007). Histopathology of ovate pompano Trachinotus ovatus infected with Vibrio damsela and Vibrio vulnificus [J]. Journal of Dalian Fisheries University, 6.",NA,NA,NA,Bacteria
Trachinotus blochii,Vibriosis,Vibrio vulnificus,Bacteria,"ZHAO, D. H., LIU, L. B., SUN, J. J., WANG, H. F., LIANG, L. Q., ZHAO, H. H., ... & LI, G. F. (2007). Histopathology of ovate pompano Trachinotus ovatus infected with Vibrio damsela and Vibrio vulnificus [J]. Journal of Dalian Fisheries University, 6.",NA,NA,NA,Bacteria
Trachurus japonicus,Myxosporidiosis,Kudoa thunni,Myxozoa,"Matsukane, Yuuki, et al. ""Kudoa iwatai and two novel Kudoa spp., K. trachuri n. sp. and K. thunni n. sp.(Myxosporea: Multivalvulida), from daily consumed marine fish in western Japan."" Parasitology research 108.4 (2011): 913-926.",NA,NA,NA,Others
Trachurus japonicus,Sealice,Lernanthropinus sphyraenae,Copepoda,"Izawa, Kunihiko. ""Some new and known species of Lernanthropidae (Copepoda, Siphonostomatoida) parasitic on Japanese actinopterygian fishes, with a revision of two known species of the family."" Crustaceana 91.1 (2018): 31-49.",NA,NA,NA,Parasites
Trachurus japonicus,Viral nervous necrosis,Piscine nodavirus,Virus,"Nishioka, Toyohiro, et al. ""Pathogenicity of Striped Jack Nervous Necrosis Virus (SJNNV) Isolated from Asymptomatic Wild Japanese Jack Mackerel Trachurus japonicus."" Fish Pathology 51.4 (2016): 176-183.",NA,NA,NA,Virus
Trachurus japonicus,Vibriosis,Vibrio parahaemolyticus,Bacteria,"Iwahori, Jun'ichiro, et al. ""Quantitative risk assessment of Vibrio parahaemolyticus in finfish: a model of raw horse mackerel consumption in Japan."" Risk Analysis: An International Journal 30.12 (2010): 1817-1832.",NA,NA,NA,Bacteria
Trachurus japonicus,Vibriosis,Vibrio trachuri,Bacteria,"Iwamoto, Yoshihisa, et al. ""Rapid and sensitive PCR detection of Vibrio trachuri pathogenic to Japanese horse mackerel (Trachurus japonicus)."" Microbiology and immunology 39.12 (1995): 1003-1006.",NA,NA,NA,Bacteria
Oncorhynchus tshawytscha,Nocardosis,Nocardia sp.,Bacteria,"Brosnahan, C. L., et al. ""Nocardiosis in freshwater reared Chinook salmon (Oncorhynchus tshawytscha)."" New Zealand veterinary journal 65.4 (2017): 214-218.",NA,NA,NA,Bacteria
Sciaenops ocellatus,Sealice,Caligus elongatus,Copepoda,"Landsberg, J. H., et al. ""Control of the parasitic copepod Caligus elongatus on pond-reared red drum."" Journal of Aquatic Animal Health 3.3 (1991): 206-209.",NA,NA,NA,Parasites
Sciaenops ocellatus,Streptococcosis,Streptococcus iniae,Bacteria,"Eldar, A., et al. ""Red drum Sciaenops ocellatus mortalities associated with Streptococcus iniae infection."" Diseases of aquatic organisms 36.2 (1999): 121-127.",NA,NA,NA,Bacteria
Sciaenops ocellatus,Viral nervous necrosis,Piscine nodavirus,Virus,"Oh, Myung-Joo, et al. ""A fish nodavirus associated with mass mortality in hatchery-reared red drum, Sciaenops ocellatus."" Aquaculture 211.1-4 (2002): 1-7.",NA,NA,NA,Virus
Sciaenops ocellatus,Myxosporidiosis,Henneguya ocellata,Myxozoa,"Landsberg, Jan H. ""Kidney myxosporean parasites in red drum Sciaenops ocellatus (Sciaenidae) from Florida, USA, with a description of Parvicapsula renalis n. sp."" Diseases of Aquatic Organisms 17 (1993): 9-9.",NA,NA,NA,Others
Sciaenops ocellatus,Myxosporidiosis,Parvicapsula renalis,Myxozoa,"Landsberg, Jan H. ""Kidney myxosporean parasites in red drum Sciaenops ocellatus (Sciaenidae) from Florida, USA, with a description of Parvicapsula renalis n. sp."" Diseases of Aquatic Organisms 17 (1993): 9-9.",NA,NA,NA,Others
Oncorhynchus tshawytscha,Enteric redmouth disease,Yersinia ruckeri,Bacteria,"Glenn, Richard A., et al. ""Genetic evidence of vertical transmission and cycling of Yersinia ruckeri in hatchery-origin fall chinook salmon Oncorhynchus tshawytscha."" Journal of Fish and Wildlife Management 6.1 (2014): 44-54.",NA,NA,NA,Bacteria
Oncorhynchus tshawytscha,NA,Nanophyetus salmincola,Nematoda,"Kent, Michael L., et al. ""Sensitivity and specificity of histology for diagnoses of four common pathogens and detection of nontarget pathogens in adult Chinook salmon (Oncorhynchus tshawytscha) in fresh water."" Journal of Veterinary Diagnostic Investigation 25.3 (2013): 341-351.",NA,NA,NA,Parasites
Oncorhynchus tshawytscha,NA,Aeromonas salmonicida,Bacteria,"Kent, Michael L., et al. ""Sensitivity and specificity of histology for diagnoses of four common pathogens and detection of nontarget pathogens in adult Chinook salmon (Oncorhynchus tshawytscha) in fresh water."" Journal of Veterinary Diagnostic Investigation 25.3 (2013): 341-351.",NA,NA,NA,Bacteria
Oncorhynchus tshawytscha,Myxosporidiosis,Ceratonova shasta,Myxozoa,"Hurst, Charlene N., et al. ""Transmission and persistence of Ceratonova shasta genotypes in Chinook salmon."" The Journal of parasitology 100.6 (2014): 773-777.",NA,NA,NA,Others
Acanthopagrus schlegelii,Vibriosos,Vibrio parahaemolyticus,Bacteria,"Li et al. Potential use of chitosan nanoparticles for oral delivery of DNA vaccine in black seabream Acanthopagrus schlegelii Bleeker to protect from Vibrio parahaemolyticus. Journal of fish diseases, 2013",NA,NA,NA,Bacteria
Acanthopagrus schlegelii,Gills, Polylabris japonicus,Monogenea,"Ogawa & Egura. Two species of microcotylid monogeneans collected from Black Sea bream, Japanese Journal of Parasitology 1980 Vol.29 No.6 pp.455-462 ref.10 Acanthopagrus schlegeli (Bleeker) (Teleostei: Sparidae).",NA,NA,NA,Parasites
Acanthopagrus schlegelii,Gills,Aspinatrium spari,Monogenea,"Ogawa & Egura. Two species of microcotylid monogeneans collected from Black Sea bream, Japanese Journal of Parasitology 1980 Vol.29 No.6 pp.455-462 ref.10 Acanthopagrus schlegeli (Bleeker) (Teleostei: Sparidae).",NA,NA,NA,Parasites
Dicentrarchus labrax,Gill Disease ,Mothocya parvostis,Isopoda,Fish Diseases and Disorders Woo Leatherland 2006,NA,NA,NA,Parasites
Gadus morhua,NA,Lernaeocera branquialis,Copepoda,"Khan, 1984 Concurrent infections of two parasites, Lernaeocera branchialis (Copepoda) and Trypanosoma murmanensis (Protozoa) in Atlantic Cod In: 4th European Muticolloquium of Parasitology p. 189.",NA,NA,NA,Parasites
Gadus morhua,NA,Trypanosoma murmanense,Protozoa,"Khan, 1984 Concurrent infections of two parasites, Lernaeocera branchialis (Copepoda) and Trypanosoma murmanensis (Protozoa) in Atlantic Cod In: 4th European Muticolloquium of Parasitology p. 189.",NA,NA,NA,Others
Larimichthys crocea,White-gill disease,Sinuolinea sp.,Myxozoa,"Shi H., Chen Z., Ding H., Xie J., Wang W., Wang G., He J., Xu W. 2019. Preliminary study on the histopathology and detection methods of a Myxosporea parasite that causes white-gill disease in cultured Larimichthys crocea. Journal of Fishery Sciences of China. 26 - 1 -2013",NA,NA,NA,Others
Lateolabrax japonicus,Myxosporidiosis,Kudoa yasunagai,Myxozoa,Fish Diseases and Disorders Woo Leatherland 2006,NA,NA,NA,Others
Lates calcarifer,Skin,Aphanomyces invadans,Oomycetes,Jerry D.A. 2014. Biology and Culture of Asian seabass Lates calcarifer. CRC.,NA,NA,NA,Others
Lates calcarifer,Brain-retina,Betanodaviridae,Virus,Jerry D.A. 2014. Biology and Culture of Asian seabass Lates calcarifer. CRC.,NA,NA,NA,Virus
Lates calcarifer,Body surface,Caligus epidemicus,Copepoda,Jerry D.A. 2014. Biology and Culture of Asian seabass Lates calcarifer. CRC.,NA,NA,NA,Parasites
Lates calcarifer,Body surface,Caligus  chiastos,Copepoda,Jerry D.A. 2014. Biology and Culture of Asian seabass Lates calcarifer. CRC.,NA,NA,NA,Parasites
Lates calcarifer,Body surface,Caligus  orientalis,Copepoda,Jerry D.A. 2014. Biology and Culture of Asian seabass Lates calcarifer. CRC.,NA,NA,NA,Parasites
Lates calcarifer,Gill and oral cavity,Caligus pagrosomi,Copepoda,Jerry D.A. 2014. Biology and Culture of Asian seabass Lates calcarifer. CRC.,NA,NA,NA,Parasites
Lates calcarifer,Body surface,Caligus  punctatus,Copepoda,Jerry D.A. 2014. Biology and Culture of Asian seabass Lates calcarifer. CRC.,NA,NA,NA,Parasites
Lates calcarifer,Gill & body surface,Caligus rotundigenitalis,Copepoda,Jerry D.A. 2014. Biology and Culture of Asian seabass Lates calcarifer. CRC.,NA,NA,NA,Parasites
Lates calcarifer,Intestine,Eimeria,Protozoa,Jerry D.A. 2014. Biology and Culture of Asian seabass Lates calcarifer. CRC.,NA,NA,NA,Others
Lates calcarifer,Gill skin,Flexibacter,Bacteria,Jerry D.A. 2014. Biology and Culture of Asian seabass Lates calcarifer. CRC.,NA,NA,NA,Bacteria
Lates calcarifer,Gills,Laticola spp,Monogenea,Jerry D.A. 2014. Biology and Culture of Asian seabass Lates calcarifer. CRC.,NA,NA,NA,Parasites
Lates calcarifer,Blood vessels,Parasanguinicola vastispina,Digenea,Jerry D.A. 2014. Biology and Culture of Asian seabass Lates calcarifer. CRC.,NA,NA,NA,Parasites
Lates calcarifer,Intestine,Psilostomum,Digenea,Jerry D.A. 2014. Biology and Culture of Asian seabass Lates calcarifer. CRC.,NA,NA,NA,Parasites
Lates calcarifer,Skin,Rocinela latis,Isopoda,Jerry D.A. 2014. Biology and Culture of Asian seabass Lates calcarifer. CRC.,NA,NA,NA,Parasites
Lates calcarifer,Intestine,Stephanostomum cloacum,Digenea,Jerry D.A. 2014. Biology and Culture of Asian seabass Lates calcarifer. CRC.,NA,NA,NA,Parasites
Lates calcarifer,Gill and oral cavity,Zeylanicobdella arugamensis,Clitellata,Handbook of the 10 Symposium on Diseases in Asian Aquaculture(DAA10),NA,NA,NA,Parasites
Paralichthys olivaceus,Skin ulcer,Acholeplasma laidlawii,Bacteria,Handbook of the 10 Symposium on Diseases in Asian Aquaculture(DAA10),NA,NA,NA,Bacteria
Paralichthys olivaceus,Myxoporean emaciation desease,Enteromyxum leei,Bacteria,Yasuda et al 2005. Occurrence of the myxosporean emaciation disease caused by Enteromyxum leei in cultured Japanese flounder Paralichthys olivaceus. https://doi.org/10.3147/jsfp.40.175,NA,NA,NA,Bacteria
Paralichthys olivaceus,NA,Flexibacter maritimus,Bacteria,Kusuda & Kawai 1998 Bacterial diseases of cultured marine fish in japan Fish Pahtology 33(4) 221-227,NA,NA,NA,Bacteria
Rachycentron canadum,Gill,Endozoicomonas elysicola,Bacteria,https://prezi.com/motkwtsm3im1/enfermedades-en-cobia/,NA,NA,NA,Bacteria
Seriola quinqueradiata,NA,Flexibacter,Bacteria,Kusuda & Kawai 1998 Bacterial diseases of cultured marine fish in japan Fish Pahtology 33(4) 221-227,NA,NA,NA,Bacteria
Seriola quinqueradiata,NA,Mycobacterium,Bacteria,Kusuda & Kawai 1998 Bacterial diseases of cultured marine fish in japan Fish Pahtology 33(4) 221-227,NA,NA,NA,Bacteria
Seriola quinqueradiata,Streptococcosis,Streotococcus equisimilis,Bacteria,Kusuda & Kawai 1998 Bacterial diseases of cultured marine fish in japan Fish Pahtology 33(4) 221-227,NA,NA,NA,Bacteria
Takifugu rubripes,Snout ulcer disease,Kuchijirosho,Virus,Miyadai et al 2001 Experimental infection of several fish species with the causative agent of Kuchijirosho (snout ulcer disease) derived from the tiger puffer Takifugu rubripes. Diseases of Aquatic Organism 47:193-199,NA,NA,NA,Virus
Takifugu rubripes,Intestine,Leptotheca fugu,Myxozoa,"Ogawa & Yokoyama Emaciation disease of cultured tiger puffer Takifugu rubripes. : Bulletin of National Research Institute of Aquaculture, Supplement 2001 No.5 pp.65-70 ref.11
Conference Title : Pathogenic organisms and disease prevention. Proceedings of t",NA,NA,NA,Others
Takifugu rubripes,Intestine,Myxidium fugu,Myxozoa,"Ogawa & Yokoyama Emaciation disease of cultured tiger puffer Takifugu rubripes. : Bulletin of National Research Institute of Aquaculture, Supplement 2001 No.5 pp.65-70 ref.11
Conference Title : Pathogenic organisms and disease prevention. Proceedings of t",NA,NA,NA,Others
