Mapping parameters for Dicentrarchus labrax (European seabass),,,,,,,,,,
,,,,,,,,,,
"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2016. AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, Version 08/2016. ",,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Occurrence cells used for creating environmental envelope (n = 282),,,,,,,,,,
Genus,Species,Center Lat,Center Long,C-Square,Depth,SST,Salinity,Primary Production,Sea Ice Conc.,Distance to Land
Dicentrarchus,labrax,52.75,0.75,1500:120:4,5,11.05,34.56,1472,0.01,0
Dicentrarchus,labrax,53.25,4.75,1500:134:2,17,10.95,33.77,2016,0.01,16
Dicentrarchus,labrax,53.25,4.25,1500:134:1,25,10.95,33.77,1807,0.00408167,67
Dicentrarchus,labrax,53.25,2.75,1500:132:2,27,10.75,34.38,1889,0.00102667,120
Dicentrarchus,labrax,53.25,-4.75,7500:134:2,42,10.98,34.16,1581,0,16
Dicentrarchus,labrax,53.25,-4.25,7500:134:1,17,10.98,34.16,1291,0.01,8
Dicentrarchus,labrax,53.25,-3.75,7500:133:2,53,10.87,34.16,1181,0.03,6
Dicentrarchus,labrax,53.25,-3.25,7500:133:1,38,10.87,34.16,1178,0.12,5
Dicentrarchus,labrax,53.25,-2.75,7500:132:2,4,10.76,34.16,1224,0.05,1
Dicentrarchus,labrax,53.25,-9.25,7500:239:1,19,11.86,35.22,819,0,6
Dicentrarchus,labrax,53.25,-6.25,7500:236:1,7,11.25,34.16,1370,0,3
Dicentrarchus,labrax,53.75,-10.25,7501:130:3,46,11.92,35.22,991,0,16
Dicentrarchus,labrax,53.75,8.25,1500:238:3,18,10.34,33.13,1742,0.06,14
Dicentrarchus,labrax,53.75,0.75,1500:130:4,30,10.25,34.56,1470,0.01,66
Dicentrarchus,labrax,53.75,-3.25,7500:133:3,48,10.87,34.16,1006,0.03,16
Dicentrarchus,labrax,53.75,-6.25,7500:236:3,22,11.25,34.16,1208,0,8
Dicentrarchus,labrax,54.25,-4.75,7500:144:2,42,10.71,34.16,1442,0.00962333,14
Dicentrarchus,labrax,54.25,-4.25,7500:144:1,36,10.71,34.16,1469,0.01,14
Dicentrarchus,labrax,54.25,-3.25,7500:143:1,25,10.76,34.16,1153,0.02,9
Dicentrarchus,labrax,54.25,-2.75,7500:142:2,39,10.33,35.04,1168,0.03,3
Dicentrarchus,labrax,54.25,-0.25,7500:140:1,35,9.98,34.95,1423,0.02,10
Dicentrarchus,labrax,54.25,11.25,1501:141:1,25,9.43,19.62,1778,0.1,14
Dicentrarchus,labrax,54.75,-4.75,7500:144:4,22,10.71,34.16,1290,0,11
Dicentrarchus,labrax,54.75,-4.25,7500:144:3,40,10.71,34.16,1422,0.01,11
Dicentrarchus,labrax,54.75,-3.75,7500:143:4,41,10.76,34.16,1218,0.05,13
Dicentrarchus,labrax,54.75,-3.25,7500:143:3,23,10.76,35.04,1253,0.03,4
Dicentrarchus,labrax,54.75,16.75,1501:246:4,44,9.05,7.26,1645,0.02,13
