Mapping parameters for Scophthalmus rhombus (Brill),,,,,,,,,,
,,,,,,,,,,
"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2016. AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, Version 08/2016. ",,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Occurrence cells used for creating environmental envelope (n = 451),,,,,,,,,,
Genus,Species,Center Lat,Center Long,C-Square,Depth,SST,Salinity,Primary Production,Sea Ice Conc.,Distance to Land
Scophthalmus,rhombus,53.75,3.25,1500:133:3,33,10.85,34.11,1196,0.00102667,147
Scophthalmus,rhombus,53.75,8.75,1500:238:4,17,10.34,33.13,1550,0.03,6
Scophthalmus,rhombus,53.75,-3.25,7500:133:3,48,10.87,34.16,1006,0.03,16
Scophthalmus,rhombus,53.75,8.25,1500:238:3,18,10.34,33.13,1742,0.06,14
Scophthalmus,rhombus,53.75,7.75,1500:237:4,14,10.61,33.13,1482,0.02,9
Scophthalmus,rhombus,53.75,2.75,1500:132:4,34,10.75,34.38,1248,0.00092917,162
Scophthalmus,rhombus,53.75,7.25,1500:237:3,18,10.61,33.13,1631,0.00936942,12
Scophthalmus,rhombus,54.25,12.25,1501:142:1,14,9.26,8.34,1283,0.06,8
Scophthalmus,rhombus,54.25,11.75,1501:141:2,23,9.43,19.62,1536,0.11,12
Scophthalmus,rhombus,54.25,11.25,1501:141:1,25,9.43,19.62,1778,0.1,14
Scophthalmus,rhombus,54.25,4.75,1500:144:2,38,10.54,34.02,1248,0.0013175,144
Scophthalmus,rhombus,54.25,4.25,1500:144:1,38,10.54,34.02,1126,0.00120667,148
Scophthalmus,rhombus,54.25,3.75,1500:143:2,38,10.45,34.31,1004,0.00124833,162
Scophthalmus,rhombus,54.25,10.75,1501:140:2,11,9.68,19.62,1779,0.09,6
Scophthalmus,rhombus,54.25,-9.75,7500:249:2,36,11.55,35.33,1030,0,8
Scophthalmus,rhombus,54.25,3.25,1500:143:1,36,10.45,34.31,1079,0.00109417,181
Scophthalmus,rhombus,54.25,-9.25,7500:249:1,64,11.55,35.29,1045,0,7
Scophthalmus,rhombus,54.25,2.75,1500:142:2,38,10.36,34.54,1189,0.00111083,205
Scophthalmus,rhombus,54.25,-8.75,7500:248:2,29,11.35,35.2,1143,0,7
Scophthalmus,rhombus,54.25,8.25,1500:248:1,24,10.24,33.13,1689,0.01,65
Scophthalmus,rhombus,54.25,-4.75,7500:144:2,42,10.71,34.16,1442,0.00962333,14
Scophthalmus,rhombus,54.25,-4.25,7500:144:1,36,10.71,34.16,1469,0.01,14
Scophthalmus,rhombus,54.25,-5.75,7500:245:2,30,10.74,34.16,1328,0,10
Scophthalmus,rhombus,54.25,-10.25,7501:140:1,85,11.66,35.33,1046,0,16
Scophthalmus,rhombus,54.25,1.75,1500:141:2,31,10.24,34.75,1343,0.00091583,145
Scophthalmus,rhombus,54.25,1.25,1500:141:1,37,10.24,34.75,1249,0.00109583,118
Scophthalmus,rhombus,54.25,7.75,1500:247:2,31,10.46,33.13,1850,0.00994333,88
Scophthalmus,rhombus,54.25,-3.75,7500:143:2,69,10.76,34.16,1307,0.02,16
Scophthalmus,rhombus,54.25,7.25,1500:247:1,36,10.46,33.13,1507,0.0036925,88
Scophthalmus,rhombus,54.25,-3.25,7500:143:1,25,10.76,34.16,1153,0.02,9
Scophthalmus,rhombus,54.25,0.75,1500:140:2,32,10.09,34.95,1247,0.00309583,97
Scophthalmus,rhombus,54.25,0.25,1500:140:1,26,10.09,34.95,1337,0.01,65
Scophthalmus,rhombus,54.25,6.75,1500:246:2,35,10.56,33.36,1473,0.00122,88
Scophthalmus,rhombus,54.25,-0.25,7500:140:1,35,9.98,34.95,1423,0.02,10
Scophthalmus,rhombus,54.25,6.25,1500:246:1,35,10.56,33.36,1547,0.00117833,97
Scophthalmus,rhombus,54.25,5.75,1500:245:2,37,10.59,33.7,1503,0.00159667,118
Scophthalmus,rhombus,54.25,5.25,1500:245:1,37,10.59,33.7,1404,0.00122083,144
Scophthalmus,rhombus,54.75,13.75,1501:143:4,11,9.12,8.34,1768,0.02,16
Scophthalmus,rhombus,54.75,13.25,1501:143:3,11,9.12,8.34,1743,0.03,15
Scophthalmus,rhombus,54.75,12.75,1501:142:4,24,9.26,8.34,1636,0.03,16
Scophthalmus,rhombus,54.75,12.25,1501:142:3,22,9.26,19.62,875,0.04,14
